Nr;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144
01.01.2017 13:00;;2,41496;12,9729;22,4597;11,344;35,8426;;12,5093;9,66;14,4457;12,4425;39,972;12,4859;30,8485;10,7603;16,5962;18,2;22,3;15,9;27,7;10,4;10,2;19,4;19,1;;19,9;4,8;13,7;7,97721;15,8;7,9;14,5;11,6;14,7;25,2;11,2;18,09698;15,6;10,2;13,3;18,41;20,1;14,6443;11,9879;12,9533;11,0715;39,4982;21,4946;24,1013;60,8659;37,9017;26,8424;36,3392;27,5903;17,0524;13,5855;;10,4368;21,9095;19,1433;56,2186;8,2;8,04;7,409;;8,05;9,8;14,45;10,58;11,057416;12,01;32,43;17,84;15,705632;13,37;14,5716;17,7678;15,2651;;;9,3;9,2;13,4;24,2793;7,01319;23,9802;9,60727;6,99324;9,55058;6,0;;5,0196;;;5,438;;;15,738;12,9431;8,46564;;8,50518;6,0619;;9,5;8,1;;12,0;35,7;4,0;26,2698;27,927;25,4211;17,6011;28,826;40,5583;14,809;51,1773;;18,2739;13,145;5,71947;24,5294;27,8037;20,6262;3,39911;19,3452;10,9049;8,75324;;;10,848;14,5765;9,71042;14,3529;15,0987;14,0558;19,3202;18,3781;20,7146;6,83115;;14,1801;7,7999
01.01.2017 14:00;;2,35973;13,443;16,6776;12,0637;13,3081;;21,8887;9,28792;17,1416;11,2423;46,5933;12,147;25,752;12,1529;18,3547;20,1;20,8;18,4;18,4;12,6;10,7;19,5;18,7;;23,2;5,5;14,2;7,69026;14,2;9,9;16,3;11,1;17,7;31,3;13,1;23,39599;16,9;13,8;14,5;18,67;22,7;18,0934;12,3812;13,3872;13,2316;39,9443;26,4759;25,9113;81,3099;32,1827;29,8676;54,0124;23,8311;16,6811;18,6187;;11,4586;21,2049;16,0771;34,9912;8,4;9,24;7,7675;;10,45;12,2;16,65;12,48;12,958034;11,91;39,73;22,34;20,706065;15,87;14,3124;18,7062;15,515;;;8,2;8,1;14,0;31,9187;7,4811;24,7615;10,3673;7,8377;9,95954;;;4,9417;;;5,3607;;;16,3605;13,3492;8,23445;;9,193;6,4919;;8,9;3,4;;11,0;16,2;5,0;32,667;22,4868;29,2573;20,4202;23,9095;41,0687;15,3167;45,0705;;24,8703;13,4323;6,51864;18,138;28,1218;18,4014;3,62749;17,8315;9,70181;9,03314;;;9,27328;12,9988;13,6955;13,7666;14,5318;13,4075;21,1232;18,3656;21,869;7,02394;8,12143;15,4665;7,0744
01.01.2017 15:00;;3,71247;14,2407;12,3396;14,6895;14,5748;;24,1241;9,65707;19,8243;12,7906;86,7129;16,1867;27,2975;12,5401;19,7095;21,7;25,4;19,5;19,3;13,3;11,5;20,1;20,2;;20,1;5,7;16,5;9,02936;15,0;8,5;18,9;11,2;19,3;37,7;13,5;21,6169;16,5;16,9;18,5;25,49;25,6;18,2368;13,8248;16,3726;17,1039;33,6523;27,3262;26,709;89,4694;46,7484;38,273;61,5064;24,6819;20,8366;27,6678;;12,4449;24,6378;18,3273;41,7581;8,8;10,04;8,604;;11,25;13,1;17,55;13,08;13,458653;20,41;43,43;26,48;22,206498;18,77;14,801;25,4573;18,7322;;;8,1;7,0;13,8;38,095;7,3696;24,07;10,4193;8,62895;11,1402;;;5,62;;;6,6841;;;16,636;14,1102;8,17111;;10,1304;7,0391;;16,6;7,4;;14,0;19,1;6,0;29,1102;11,0439;36,6483;26,103;21,586;40,6592;15,33;59,5979;;24,9665;15,7788;7,24201;20,1403;32,4222;18,606;3,4177;18,3589;9,42224;9,54832;;;8,71259;15,518;12,2053;18,1472;13,0857;15,1231;21,1079;17,6284;25,389;9,5446;8,79944;18,2644;12,4397
01.01.2017 16:00;;4,14532;17,1745;17,9774;18,5039;33,6549;;28,3911;13,918;21,6539;15,9252;102,002;36,0072;40,9678;11,6659;22,9791;23,6;26,3;18,5;21,8;13,2;13,4;24,4;22,1;;23,1;5,8;18,7;7,34592;17,6;7,5;23,9;10,8;29,2;49,2;20,1;25,8255;24,7;11,8;25,3;41,86;31,1;19,6883;21,0561;17,8119;22,1728;33,1265;31,1502;35,219;106,345;84,3086;63,325;83,6781;41,2286;24,2638;40,9432;;23,5632;31,2829;25,7384;51,4206;8,5;10,44;9,2015;;15,05;18,2;19,45;12,68;14,359271;25,71;50,33;26,88;28,70693;19,57;15,3895;31,7356;21,3462;;;7,7;5,5;14,2;40,9263;7,4768;25,4015;10,4262;9,39553;13,4675;8,0;;6,1885;;;7,5309;;;17,4228;14,6703;8,14802;;10,4898;8,3352;;28,5;8,1;;21,0;21,7;7,0;43,6;7,86947;46,435;36,4013;25,5839;43,1204;16,935;58,1999;;35,1238;20,2167;7,76999;25,9113;34,6688;22,1051;4,92924;18,0328;8,87898;9,06182;;;8,12784;17,8109;16,7684;23,8667;14,5478;15,5399;25,812;19,6475;26,836;11,532;8,52433;20,5234;12,6155
01.01.2017 17:00;;3,56747;19,9284;27,0006;21,4218;43,7067;;33,2497;17,1998;20,4446;24,8065;101,217;49,1968;47,5259;14,0041;27,0798;27,7;24,1;18,2;37,0;11,9;13,2;22,3;13,8;;29,6;5,6;19,2;11,5;22,4;9,1;21,8;12,3;21,9;37,7;18,2;25,90202;30,5;13,8;38,6;60,94;28,2;21,8504;25,0478;19,5922;33,3756;31,1529;33,0378;29,6498;104,824;94,5011;68,6377;116,895;48,7643;27,971;45,5032;;17,6551;31,4298;40,3992;94,55;9,8;10,04;9,9185;;14,65;15,8;18,65;13,68;16,959889;35,11;52,03;30,98;30,207363;17,97;20,9391;48,7096;32,7807;;;6,7;5,0;15,6;46,3329;7,1348;27,5556;13,4052;12,6151;17,1157;;;6,8185;;;8,0947;;;16,9142;13,4775;8,1217;;12,2688;9,2014;;74,5;12,2;;45,0;13,1;11,0;30,8761;10,4385;65,0447;45,752;37,8635;31,0575;14,5822;56,1278;;27,1929;22,8859;7,03478;33,0909;38,3308;18,4699;6,14124;17,5075;8,69662;8,72509;;;7,70392;17,9229;21,6455;23,0693;17,4037;16,467;25,3653;22,9642;24,6356;10,9728;8,77058;20,9454;14,7718
01.01.2017 18:00;;4,73804;20,2598;42,9997;21,6141;62,8065;;54,031;22,3874;21,0235;33,9798;81,968;48,7523;48,0926;14,1961;28,5085;22,4;26,3;14,0;38,3;11,2;11,1;20,9;13,3;;26,0;5,0;18,1;9,4;21,9;8,6;15,7;10,5;25,0;39,4;25,1;28,17849;26,4;18,1;41,3;66,45;25,8;23,2797;22,9852;19,896;37,2882;36,4788;32,6856;37,1709;103,153;94,5819;65,7814;110,586;54,6085;33,7346;34,0168;;24,4162;31,2539;33,4198;114,244;10,1;9,74;9,9185;;15,55;12,6;19,95;15,68;18,360507;29,51;48,33;31,18;28,307796;18,47;27,7893;58,3002;39,9279;;;8,3;5,0;13,6;37,336;6,25158;25,5225;8,86478;;23,6542;8,7;;7,2379;;;8,0788;;;18,0825;12,4822;8,50217;;13,0159;9,8669;;93,4;28,7;;52,0;14,4;12,0;37,3684;9,83352;64,9453;55,1676;47,1223;18,1598;24,1772;70,5018;;35,5584;25,5643;6,48472;43,6178;42,7316;18,5517;6,57622;14,3368;9,17164;8,91098;;;7,72012;19,5138;21,7415;20,3532;16,28;16,006;25,8083;25,1852;24,6972;12,8221;8,22793;23,1827;13,0637
01.01.2017 19:00;;3,952;22,1452;52,8979;33,8668;63,3392;;61,142;26,7422;21,6985;40,4324;94,2828;47,5477;50,2739;14,6159;28,501;20,4;22,7;15,7;31,2;10,7;13,6;21,6;11,8;;26,2;4,9;18,2;9,4;33,0;10,7;14,5;10,3;32,8;38,6;25,9;30,81843;26,5;20,4;51,7;57,56;28,6;24,3913;20,1363;18,9783;32,6113;33,2157;30,6903;31,7604;109,182;97,0855;69,5029;109,015;58,2588;34,9142;36,8023;;17,3773;35,351;34,2377;111,577;10,8;13,34;8,7235;;16,85;12,9;23,75;13,68;15,361125;28,01;55,83;28,38;34,108229;18,27;20,2359;58,9613;36,4788;;;9,4;5,8;13,5;40,6395;6,41371;32,0457;8,89717;10,7551;18,6257;9,4;;7,8415;;;8,7782;;;16,723;12,9022;7,90956;;11,7806;9,7497;;73,6;27,7;;51,0;15,2;10,0;35,2079;26,52;72,6013;48,2506;47,7332;17,3599;24,796;61,4384;;31,8922;32,4881;7,05817;39,5826;28,1882;21,3322;9,29444;13,3102;10,431;10,1251;;;9,6821;22,5772;17,7216;20,1113;16,8248;18,3265;25,5921;27,4149;22,7667;11,4778;8,11621;22,5096;18,1502
01.01.2017 20:00;;2,68211;24,9888;53,697;35,7682;59,3559;;50,1788;22,638;22,5913;28,891;87,2116;49,644;45,8444;15,7039;31,0461;28,4;21,2;16,9;28,3;11,7;12,5;21,2;12,5;;20,2;5,1;17,0;10,8;32,8;13,9;17,2;10,9;36,0;36,6;30,3;30,76104;31,1;18,0;36,1;54,58;28,7;26,5189;20,5801;19,9404;32,8136;32,0117;31,3828;29,8654;93,4718;77,7614;55,9595;82,5108;49,9496;30,4353;38,5002;;18,1533;31,1509;41,9224;102,584;12,8;12,74;8,365;;14,45;14,7;21,15;12,48;13,661743;35,81;46,43;23,58;31,808661;20,01;21,954;49,5633;34,1747;;;8,1;6,4;12,4;38,6016;6,30306;33,093;8,8823;14,6349;17,7616;10,5;;7,3289;;;9,398;;;16,8245;13,6741;7,37678;;11,5064;10,0547;;62,2;28,7;;50,0;13,9;10,0;51,172;25,0584;69,4832;37,8071;40,8203;18,6101;19,9857;47,6805;;24,6011;23,8607;5,43474;34,8265;41,7214;17,0088;19,4854;13,6134;11,3369;12,5788;;;10,4163;22,0863;23,8247;22,0199;18,4947;18,4925;26,1041;27,0008;19,5364;11,9803;8,25013;21,6784;20,9752
01.01.2017 21:00;;2,44789;28,8133;52,7711;32,8211;48,585;;48,9913;16,9445;20,1854;33,7074;86,9955;50,438;40,9619;20,1105;30,1374;25,4;19,4;19,6;23,2;12,3;11,6;23,9;10,8;;20,2;5,4;16,7;10,1;27,3;15,8;17,5;12,1;32,3;39,0;45,7;30,76104;29,4;15,6;23,7;48,79;25,3;23,1612;21,8004;20,5211;36,8596;32,4126;31,4216;35,7209;82,8438;;56,5677;66,0803;47,5757;30,2054;44,5073;;24,6052;31,8686;34,9148;94,3221;15,7;11,34;8,7235;;12,45;15,9;19,95;11,98;12,862361;35,31;40,63;24,48;28,009094;20,71;16,4809;42,9057;32,317;;;7,1;6,2;10,8;28,2989;6,20537;26,8588;10,3391;12,227;11,4477;10,7;;7,7619;;;9,6156;;;14,4743;12,8318;6,89609;;11,5001;10,4386;;59,8;26,3;;45,0;12,9;9,0;42,2541;25,1848;37,2494;24,7625;44,224;18,923;23,8857;53,3331;;25,3313;25,1228;5,6251;34,1233;60,1659;14,4643;7,92736;12,0976;11,0552;10,3487;;;10,5696;21,3271;24,4384;23,258;19,2486;20,3456;26,3245;27,2703;20,6422;12,8895;8,41553;20,0489;16,7194
01.01.2017 22:00;;2,39478;29,2111;22,0014;30,3264;45,2602;;46,3012;15,0109;18,3733;22,3911;83,3882;48,2238;47,6975;13,3187;28,4713;23,2;19,2;22,2;18,0;14,1;11,3;21,5;9,1;;22,2;5,3;15,4;9,3;23,4;10,1;12,0;13,9;28,8;35,1;33,3;28,80978;26,0;14,3;18,8;33,9;24,1;23,4555;22,0726;20,9491;29,1081;31,8093;30,6175;39,0345;69,1289;54,7267;54,8729;58,5231;42,854;30,0349;31,9187;;31,0349;27,6861;37,5053;84,904;18,4;12,04;8,365;;11,55;17,6;20,05;12,68;13,262979;30,01;36,93;24,58;25,909527;20,41;14,4101;39,258;23,3434;;;5,9;5,6;10,5;21,0338;5,90017;22,3932;11,8831;9,40684;10,1114;10,1;;7,4262;;;9,1607;;;13,5725;12,4484;7,35665;;12,7722;10,7789;;65,8;20,3;;41,0;11,4;10,0;39,0266;20,8541;28,6439;28,1521;43,9737;30,3647;31,7594;65,845;;35,3417;21,6359;5,18034;27,8387;58,256;16,7905;23,7571;10,8947;10,5719;9,77829;;;10,5932;22,253;18,7224;21,9962;18,6462;19,354;26,5662;27,9532;18,3201;13,0069;8,52057;19,5247;15,3449
01.01.2017 23:00;;3,52445;28,6492;21,0475;25,8943;39,205;;41,6577;12,8029;21,0586;14,8067;65,4669;45,3372;44,0419;13,571;27,9487;20,0;18,3;22,2;20,5;15,2;11,3;20,5;9,0;;21,9;5,4;18,0;8,9;19,9;9,9;15,1;14,6;23,7;34,4;34,0;25,36638;22,0;14,9;19,2;28,63;21,2;21,766;21,1755;20,1307;30,2956;30,6276;29,9709;38,3197;59,7479;48,0772;46,8791;53,6794;38,9026;22,6466;30,6086;;18,6895;38,0732;32,4945;85,4818;19,5;11,84;8,604;;11,75;22,5;19,65;13,48;14,363597;24,51;41,83;25,18;25,509959;19,61;12,9878;36,9497;25,1688;;;5,7;5,1;11,2;17,8536;5,64239;19,7956;14,4325;5,08204;8,93502;10,8;;7,6684;;;8,5441;;;13,2373;10,0348;7,81258;;8,19398;10,6613;;59,4;14,0;;42,0;14,9;11,0;21,4495;13,3213;29,0751;22,4182;38,2406;17,5304;22,8054;35,7549;;31,4057;20,8413;5,46491;46,1472;50,1401;24,1982;15,8499;9,81971;9,68089;9,17176;;;10,0769;22,8009;17,6862;21,3813;18,5106;17,7701;27,2906;27,7488;18,8242;12,4519;8,70611;14,7968;15,2078
02.01.2017 00:00;;4,56862;24,592;14,1961;24,8363;36,1464;;38,1656;12,0956;23,3365;14,8988;55,1777;36,3631;41,8786;13,648;25,5916;18,2;16,9;20,6;18,7;12,8;10,7;17,4;9,4;;20,5;5,9;19,7;8,4;20,0;9,8;11,4;15,3;21,5;24,3;19,6;23,30034;23,0;13,7;19,2;27,0;18,2;21,8929;21,5018;21,9933;35,7236;31,1061;29,677;37,5612;56,3658;44,5071;37,0727;52,0032;36,0441;16,4039;26,4974;;13,5648;24,2698;25,4458;79,9779;20,0;12,04;9,2015;;10,85;23,8;20,65;13,58;14,264215;20,51;38,63;24,68;;18,51;12,4832;30,5184;25,274;;;7,1;5,2;10,4;15,7506;5,68807;18,2495;7,07565;4,36302;7,48539;9,8;;7,6453;;;4,2573;;;11,7314;5,61677;8,56919;;4,02111;10,5432;;52,0;13,4;;37,0;12,7;11,0;12,1162;20,3171;22,2424;19,1476;26,324;16,2095;16,9648;25,1088;;19,0892;31,4853;6,39149;40,9094;49,5983;28,1701;14,3905;8,5303;8,87001;8,3958;;;9,24159;22,9451;13,6003;21,1676;19,5977;15,3087;27,7591;27,8062;17,9776;11,5618;9,41232;12,6091;9,73792
02.01.2017 01:00;;4,81718;22,8877;15,3259;22,9849;29,6132;;34,6784;11,5551;24,3785;16,1353;49,9946;22,653;46,3081;11,4359;25,1077;19,1;18,0;21,1;14,8;14,6;10,3;15,3;8,8;;18,9;6,5;21,4;6,8;17,4;10,9;7,9;14,6;19,7;20,4;17,5;20,29693;19,1;19,5;19,6;26,61;18,7;20,8116;23,3519;23,3923;29,0417;45,803;29,4758;33,9184;48,7634;39,7044;37,1954;49,268;34,0351;14,7426;27,7311;;15,298;16,7992;27,942;73,0054;15,995337;10,84;9,56;;10,25;21,2;20,65;12,98;13,464833;19,21;24,33;21,88;19,310825;17,61;11,062;24,8456;16,5525;;;7,3;5,9;11,2;19,0373;5,70134;17,5591;5,45292;4,08492;5,82021;;;7,6722;;;3,6202;;;12,1966;3,33381;9,45824;;3,74858;7,3392;;49,7;15,3;;35,0;12,6;0,0;8,2625;12,4179;20,3782;17,3604;22,3681;14,153;13,8578;24,3265;;15,4118;27,5137;6,98273;42,73;28,1484;27,0038;3,92757;9,0448;8,66129;7,77339;;;8,8912;23,2861;14,7549;19,9618;19,5569;15,4104;25,6451;26,9734;18,3929;11,4789;9,3907;11,4895;10,5739
02.01.2017 02:00;;6,83487;26,4143;11,357;22,2541;29,1697;;31,2846;12,1274;20,5498;16,3886;54,6907;19,351;47,5111;11,3769;28,1908;17,7;16,0;21,6;14,5;15,5;9,8;15,5;7,7;;19,4;7,1;19,8;6,5;15,0;11,9;7,6;13,8;17,5;20,4;15,7;17,90568;14,4;20,9;21,0;24,22;19,9;21,7899;22,4905;23,6695;19,0414;56,8305;30,1793;32,1642;40,545;34,8603;35,362;43,7869;31,0218;14,0973;29,9007;;13,138;14,4291;31,2766;67,5944;16,0;11,44;10,516;;9,15;14,5;17,95;12,88;13,165451;17,31;23,73;20,08;17,511257;14,81;10,0614;20,423;17,2611;;;6,8;6,8;10,2;14,6793;5,50483;16,7135;4,35883;3,57372;5,55716;6,8;;5,845;;;2,68;;;12,4066;2,97219;9,26783;;3,72681;3,9003;;46,3;16,4;;37,0;11,0;11,0;9,83458;9,51273;17,396;15,0204;17,1169;13,0239;14,9476;22,3168;;16,816;23,0523;7,41742;33,8318;22,9567;32,7807;5,00147;8,44838;8,62878;7,10161;;;8,65576;24,4411;17,2787;19,4048;20,0385;14,8336;24,1207;26,0408;15,4479;11,6377;9,0725;12,7584;10,9653
02.01.2017 03:00;;9,58496;28,176;12,8829;21,7846;28,893;;18,1305;15,3771;23,0385;18,076;36,9239;19,2443;39,3394;11,5373;31,7047;16,9;14,8;19,4;14,0;17,2;9,4;13,9;7,7;;19,1;8,7;18,7;6,8;16,0;13,2;7,8;13,7;15,5;17,1;12,3;15,39965;12,2;18,1;19,4;21,15;15,5;24,1486;21,2222;21,8005;20,7149;51,6575;29,1923;32,1466;41,4899;32,0318;31,5306;38,7722;28,9309;14,5312;26,6079;;10,9828;19,3049;34,8857;63,9113;14,9;11,44;10,994;;8,15;11,7;16,85;12,78;13,266069;15,01;19,73;20,08;14,81169;13,11;10,7412;17,3019;16,926;;;6,7;7,2;11,1;12,2452;5,88192;16,653;4,17825;3,46119;5,54229;;;2,3154;;;2,0205;;;10,9113;2,58578;8,79198;;3,88631;2,6691;;47,0;14,4;;36,0;9,0;11,0;6,18266;10,5973;21,1765;15,1802;16,0573;12,3212;12,0536;21,6162;;31,4025;24,6871;8,13717;31,5634;20,2353;26,0473;5,86347;8,8037;9,03008;7,08184;;;8,63766;24,5818;18,7842;21,2495;21,1209;14,8671;25,5121;27,4993;14,0251;11,4863;8,85409;11,9176;11,3089
02.01.2017 04:00;;10,4958;28,313;13,8536;22,7762;30,0375;;17,4316;19,9317;24,2649;19,7057;17,0811;22,4341;16,3742;11,344;31,5878;17,0;14,9;14,5;14,1;12,0;9,2;15,4;6,1;;19,1;8,8;17,9;6,5;17,6;15,8;7,0;14,3;13,9;15,3;11,2;13,14231;11,7;17,3;19,7;24,19;13,7;20,2534;21,467;22,4219;21,2546;35,8319;29,5881;33,3973;40,5392;33,5354;30,984;38,1614;28,5976;14,0118;20,0687;;10,6439;18,2693;31,6302;60,6672;13,6;10,64;10,516;;8,15;12,1;17,15;13,08;13,566687;15,01;20,83;19,18;15,112123;13,01;11,958;18,0185;18,0275;;;8,5;7,0;11,7;12,8127;5,97434;16,8984;4,96801;3,60109;5,79351;2,6;;2,2337;;;2,0962;;;10,4161;2,46525;7,69727;;3,50962;2,3093;;47,5;13,9;;32,0;8,3;16,0;3,42248;9,57062;18,1178;16,4304;19,2732;14,5578;11,0349;28,3812;;28,4022;28,0012;7,91914;28,2062;25,0934;23,8262;5,32758;8,47441;9,13464;7,15035;;;8,62278;24,4114;17,8354;23,9305;21,9794;14,3092;26,9465;28,2478;;12,5438;8,39166;13,0441;14,1175
02.01.2017 05:00;;8,72722;26,8216;22,1326;17,1862;38,9995;;16,5754;15,6987;24,0057;20,4679;19,5688;29,3561;18,266;12,1079;32,6601;14,6;16,0;13,9;15,0;10,7;9,4;18,7;5,9;;19,3;8,8;18,2;6,4;17,2;16,9;7,1;16,7;16,5;15,8;13,6;18,13524;13,7;16,7;16,0;26,59;16,5;19,7255;22,4285;23,8819;21,3045;24,6765;29,397;34,3921;45,4939;40,3538;30,8985;39,7691;28,5897;15,2774;21,7566;;12,1507;21,2226;27,2904;59,1015;12,5;11,14;10,516;;8,75;12,8;15,35;13,78;14,367305;19,01;23,83;19,58;15,312556;13,01;13,4148;20,087;19,0552;;;10,4;7,0;11,8;11,8933;5,43791;18,1412;6,21666;4,0594;6,11961;;;2,3475;;;3,5895;;;11,8603;2,88787;8,85316;;5,06839;2,5603;;46,2;12,1;;31,0;8,6;15,0;4,26113;19,5412;20,7372;16,2605;24,2376;16,7592;17,566;34,0644;;22,3895;28,3119;8,42478;32,035;43,0726;21,1451;4,78531;8,73147;9,48446;7,34686;;;8,60589;24,2742;14,1851;25,2295;23,6517;16,72;26,1986;26,9342;14,938;12,0732;6,94732;12,7706;17,4661
02.01.2017 06:00;;10,072;29,3938;31,4207;12,5645;40,7957;;19,657;18,8613;23,5957;22,1415;35,2966;19,7159;22,3746;14,9932;32,0106;21,8;17,7;14,5;18,3;9,9;9,5;26,9;5,5;;26,2;8,7;18,9;7,4;19,1;19,4;10,3;18,7;20,8;19,1;18,7;21,57864;19,3;16,2;20,7;29,76;21,8;23,614;21,9754;24,941;21,5615;23,3349;29,3258;27,8924;57,8778;41,8462;33,9567;44,062;29,4681;17,7651;22,4603;;13,7228;22,3399;28,6285;60,0878;11,8;12,54;11,1135;;11,95;12,7;17,75;16,18;16,767923;23,91;31,53;24,58;19,512988;14,31;15,7692;37,0523;30,5483;;;10,2;7,8;14,4;11,8718;5,43526;21,7405;6,46575;5,09894;8,13942;;;4,6938;;;3,8429;;;11,37;5,40412;8,68349;;11,2558;3,1078;;50,4;11,2;;32,0;8,8;14,0;8,86932;42,0566;28,0899;13,702;26,6587;14,9269;19,0313;45,0239;;19,7154;23,7826;8,65763;30,3509;38,7907;17,2505;5,88259;11,4545;10,0444;8,18495;;;8,39382;21,4178;14,4812;27,8395;24,791;16,7638;25,9719;25,4966;24,1746;12,5741;7,33004;14,6745;16,0459
02.01.2017 07:00;;10,9531;32,1009;31,6086;11,4624;48,4081;;21,1228;15,6625;23,1304;28,2161;39,8084;29,2695;25,3552;18,7976;31,9299;25,2;20,5;18,3;28,6;16,6;9,3;28,5;6,2;;28,0;6,9;21,7;12,1;25,2;22,9;16,1;20,7;23,4;23,2;19,8;27,22199;22,0;25,7;19,5;20,54;22,1;24,5039;21,3877;23,6711;23,0927;22,1224;28,7538;24,054;71,8078;50,4858;35,5941;51,428;34,9557;28,5207;26,7726;;18,3832;29,609;39,743;66,5987;12,2;14,44;11,711;;11,95;14,0;19,55;19,68;21,168541;28,61;40,53;30,38;27,013421;20,41;20,9948;47,889;32,9735;;;12,7;8,4;19,2;10,7395;5,27008;27,4993;14,3442;9,79704;13,7012;12,6;;12,1973;;;6,8833;;;10,9333;8,10505;6,15268;;26,9656;5,6727;;66,2;8,5;;34,0;10,0;14,0;10,174;34,2614;36,7173;16,4358;40,0227;16,355;24,7981;69,4487;;21,9413;26,8163;11,0954;26,3606;37,133;12,3797;6,44716;15,8669;11,514;10,0247;;;8,42837;21,6514;13,7505;27,7057;24,9254;20,9996;30,5793;29,7105;54,4267;13,2135;7,28982;;14,2343
02.01.2017 08:00;;13,2778;32,9464;35,772;15,3757;55,0061;;24,1475;19,2064;20,6422;29,3888;49,5314;32,052;29,6711;22,44;35,5983;30,3;24,5;21,1;35,7;20,2;9,8;34,1;8,8;;32,5;5,8;22,1;7,9;31,1;25,0;19,1;20,6;24,1;29,8;21,8;25,95941;21,5;21,1;24,5;25,71;23,1;24,3371;20,31;23,3646;23,8028;23,149;30,8092;28,612;85,0049;56,1045;53,7671;67,6556;38,8015;32,7749;29,5579;;25,3521;39,5186;39,3009;67,1829;13,9;16,74;12,0695;;12,95;18,8;28,35;21,38;22,169159;32,11;48,33;34,98;33,713854;24,81;26,1625;54,3292;29,6259;;;17,9;9,1;21,6;;5,28814;27,443;15,586;15,9756;25,8238;;;19,5526;;;12,0185;;;21,7227;15,5071;6,13875;;34,1534;9,7351;;39,7;10,1;;34,0;10,5;15,0;14,6002;35,4145;35,8982;26,8108;50,8258;23,1368;27,0287;76,7456;;31,8029;33,187;15,2807;33,613;41,2519;13,111;7,16748;21,0957;12,2502;12,3138;;;8,12089;25,1295;15,6099;26,9799;20,6767;22,9021;34,4282;33,3892;59,853;16,6211;9,20578;27,1701;13,0324
02.01.2017 09:00;;14,3804;33,4138;;16,9111;52,5131;;24,3132;21,617;18,395;45,0878;45,1152;30,4183;28,1308;21,8589;33,4935;30,9;22,8;19,0;47,6;15,4;10,9;31,6;11,7;;27,7;6,1;21,5;7,5;28,9;26,2;16,5;19,2;24,5;27,1;21,6;27,48981;21,9;19,0;24,9;27,95;22,7;23,8446;18,5194;22,3587;22,261;25,9373;29,081;26,6304;80,8484;56,9404;57,5284;71,4313;42,441;29,8787;24,8799;;43,2627;43,9234;34,6237;76,4279;15,7;19,54;12,189;;14,55;23,9;24,75;21,58;21,269777;24,21;45,83;34,08;33,814286;27,31;23,1028;52,2682;27,4744;;;18,1;10,2;20,0;8,3848;5,66523;31,9623;14,2391;15,3439;19,6895;;;20,6354;;;18,9027;;;19,8674;14,4888;4,54571;;36,4199;12,2127;;34,1;14,3;;44,0;17,9;13,0;14,3894;20,051;39,4955;26,0908;52,834;38,5879;33,9927;70,438;;39,6883;29,3896;14,9738;31,565;42,8437;13,5949;7,79348;23,7316;11,5917;13,359;;;7,4118;24,371;16,0759;27,8181;20,5194;22,3856;32,3962;31,3931;46,0052;19,2623;9,00396;29,1256;12,0291
02.01.2017 10:00;;16,0741;29,8469;34,0888;16,7135;25,0738;;;22,9169;13,973;38,8029;49,0638;28,0411;25,5873;22,5627;39,3713;28,5;21,6;18,1;57,7;14,8;11,1;31,5;12,7;;27,2;;24,2;7,6;27,5;20,7;13,8;17,9;24,9;26,4;23,5;26,3994;23,0;18,9;23,4;25,59;24,5;21,0963;17,7641;21,5631;20,494;26,9194;28,372;19,3372;51,1051;48,3348;41,4066;50,6956;45,8483;29,2632;20,8662;;31,345;29,8593;32,877;88,6164;17,0;18,34;11,711;;14,85;22,9;22,95;19,68;19,170395;;39,43;32,38;31,214719;25,71;23,2435;43,3278;29,4374;;;18,7;12,1;17,7;9,673;5,70984;29,7778;9,82343;6,68829;14,8468;;;17,031;;;10,6855;;;21,7979;4,17525;;;23,6387;10,4346;;28,0;15,0;;23,0;22,1;14,0;12,3627;26,674;40,5685;20,2097;44,5365;42,6397;30,4507;73,8367;;37,7477;27,0022;12,946;24,5421;39,8158;13,7664;8,24603;23,2372;10,5854;12,6904;;;6,00524;22,3108;16,2738;27,4737;19,8309;18,4733;29,3789;;38,9687;20,2725;7,73994;29,6169;10,1687
